,text,label
719,딱 보면 모르나 누가 더 문죄앙스러운지 사기꾼박인지,1
720,"딸벌되는 애하고 욕배틀이나 하다가 어느것하고 끙하더니 애부터 만드는 너저분한 깽상도년이라,,, 너희동네 적폐 깽상도가서 과메기나 널어라,,, ㅋㅋㅋ",1
721,때려죽여도 기러기짓은 하지 말아라 여편내들 외국나가면 100% 코쟁이들과 바람남 그거 모르고 니들은 뼈빠지게 돈벌어서 기러기짓하면서 돈 보내주고있지,1
722,또 김종국 몸 보고 몸도 좋은데 군대 방위 갔다고 까는놈들 나올때 됐는데 ...ㅈ도 모르면서 ...,1
723,또 누군지도 모르는 사람 명복빌면서 착한척하네 ㅋㅋㅋ 조센징,1
724,또 또 지랄들한다. 워마드쌍것들 구라에 30만명 낚일만하다. 수준들이.,1
725,또 전라도홍어들 특유의 피해자 코스레냐? 티아라 쌍둥이홍어들도 알고보니 홍어들이 가해자더구만 하여간 전라도홍어들이 친한척 다가오면 통수치려는거니 5.18 전두환장군이 쓰시던 홍어잡이 몽둥이로 후두려 패야한다니까..,1
726,라도아줌마는 노빠문레기들 세상이 천국이랑께,1
727,라미란 라미란딸 새끼,1
728,랩몬과 쩌리들,1
729,러버이들 특징: 가창력보다 음색이 메인보컬의 기준이라고 지랄함 앚에서도 김채원이 권은비 안유진 최예나 다 이기고 조유리 이은 제2의 보컬이라지?? 디시에서,1
730,레깅스 완판해서 아디다스 정식모델됐고 다른 제품도 완판 많이 해서 개인광고 8개 유지중ㅋ 올초에 또 찍었다는데ㅋㅋ 뭐가 안된다고 난리지?ㅋㅋㅋ 지 연예인 못나가는 애들이 악플다는거겠지? 잘되면 타연예인한테 열폭할리가^^,1
731,"리즈시절때 인기는 문희준,강타,장우혁,토니,이재원 순이었지 문희준은 지디급이었고 강타부인은 전국에 수만명 있었고 장우혁은 남자팬 엄청많았고 그랬지 토니는 이재원 급 쩌리였지",1
732,마닷의 잘못은 아닌듯 음주운전하고도 잘나오는데 마닷은 그때 다섯살...뭘알았을나이인가요? 그만들하세요죄는 부모님께 물으세요!,1
733,마닷이 문재인한테 찍혔나요? 부모잘못 가지고 아예 쌩매장을 하네 OOO들,1
734,마블충들아~ 제발 니들 취향으로 별루였다는 관객들 비난하지 좀 말아라. 아주 지들이 마블 홍보대사고 마케팅직원이야~~ 갠적인 취향으로 어떤 영화든 호불호가 갈리는 법인데~ 애들도 아니고,1
735,마을끌어닷도 너무 어려서라 몰랐겠지만..열심히 활동해서 배로 갚아주세요! 이자까지요! 부모가 빚이 있으면 상속포기 안하면 자식에게 되물림됩니다..,1
736,말하는 수준이 좀 떨어지는 뇨자.,1
737,맘충들 무조건 구혜선 빨아주는거 보고 머가리 든거 없음 인정? 그냥 뭔말을 해도 여자는 피해자 남자는 가해자인 세상에서 뭐 진실이 의미가 있겠나? 그냥 돈 열심히 모으고 공부 해서 갓스시녀 만나러 이민 준비나 해야겠다,1
738,맘충들 부들부들 오지네아이 키우는거 힘들다고 생색 낼 아줌마들 여럿있네아무렴 임창정이 아이들 알아서 크니 부모는 옆에서 구경만 한다 이런 뜻으로 말했을까.,1
739,맛좋은 산이 당신은 좀 짜져,1
740,맞는 말 하긴 했는데ㅋㅋㅋㅋ 일본에서 말하는 바람에 디지게 쳐맞는 중,1
741,맨날 못생기고 더럽고 늙은 기안 이시언 같은 한남퇘지들만 나오다가 깨끗하고 깔끔한 풋풋한 남자아이돌 황민현 나오니깐 화면이 달라지는거봐라~~ 그냥 보는거 자체가 재밌음 ㅋㅋ 역시 남자는 잘생기고 어리고 능력있고 봐야함~~,1
742,머같은 프로그램이 배우하나 바보만드네....S방송사 예능은 이제 갈때까지 갔네..,1
743,머리카락을 아프게 잡아당긴거임? 뭐땜에 그런거임? 성추행식으로 변태같이 머리만짐? 아 뭐 영상이 없으니 뭐가 잘못된건지 알수가있나,1
744,머여 이 쓰레기는,1
745,먼기사를 기대하고 사진을 올리는지....관종,1
746,메보가 빠지는데 콘서트가 되냐? 소시에서 태연빠지고 콘서트하는 꼴인데. 팔린티켓 환불해주고 콘취소해라. 팬들 호구취급하네,1
747,면상 보고도 니들이 그렇게 말할수 있을까 OOO들아 그냥 가만히 쫌 있어라 개 찌질이들아 복귀 안한다는데 왜이리 시끄러,1
748,"몇년전 전라디언 냔 먹은적 있는데 아가리엔 똥내,아랫도리는 홍어 장난 아니더구만~~냄새 쩐다 쩌러~~항상 전라디언들은 뒤통수 조심해라",1
749,모유수유 중단하고 분유스유하면되지!맨날 니 젖안나오는것도 인터넷뉴스로 봐야하니!,1
750,모질라서 그런거 시청자들 다 알지않나ㅋ 저런순수한남자랑 박나래랑 잘어울림,1
751,"몰카충 데이트폭력범 최종범 쉴드치고 중립 기어 ㅇㅈㄹ 하던 한남들 지금와서 아닌척 개역겹네. 데이트폭력, 불법촬영 몰카 협박범, 음주운전 하는 성범죄자최종범은 무죄받는 한남민국, 여혐민국",1
752,못생긴게 쳐 마누라 잘만나가... 신영수 졸라 못생김,1
753,몽골정부인? 부인이 있는놈이 또결혼하는거야?,1
754,무고한 생명들이 죽어 나가는 판에 좀 너무한거 마닌가? 생각도 없고 개념도 없는 부부일세 ㅜ,1
755,무도에 네 자리는 없다 넘보지마라,1
756,무슨 김건모가 조폭이냐? 요즘이 어떤 세상인데 업소녀가 싫다는데 성폭행을 해! 업소ㅠ지키는 조폭한테 맞아 뒤진다~ 말 같지도ㅜ않은 개소리 하구 있어! 업소녀가 돈 띁어 내려고 작당한거구만~ 증거나 있나??,1
757,무슨 연예인 부모소식까지 연예뉴스에 올려.,1
758,무슨상관이냐고 기자양반ㅠ,1
759,문식이는 엄마를 뺏기는게 두려운거아닐까요..버려질까봐 무서운거구요..사랑이 고픈 어린아이같아요..친아들이었다면 저러지않았겠지요..친부모도 자길 버렸는데 새엄마가 날 언제 내칠까하는 두려움이 컷을듯해요..,1
760,문재앙 이놈의 북한사랑에 환장한 정권이 또 한가정 풍비박산나게 만드는구나,1
761,문재앙 이놈이 대체 뭘 덮으려고 이러는지...,1
762,문재앙 폭탄 왁스 토나왔스 한걸레 오마이가스레인지 비둘기집단 개정은 꿀정숙 몬스터엑소 레드카펫 핫핑크,1
763,문재앙놈 땜에 애꿎은 젊은남자들만 희생을 당하네~~~,1
764,문재앙땜에 나라꼴이 개판인데 이제 세계의 제앙 이라니 깝깝하다,1
765,문재앙시대라 반미 민족주의 드라마냐 ㅋㅋ 진짜 빨갱이들은 남영동부활시켜서 다 조져야됨,1
766,문재인들어서고 언론이 더더욱 언플날조만일삼고 신뢰잃어 쓰레기되가는즁.,1
767,물곰 원래 비쌈... 그럿도 모르고 5인분 시킨 얼간이들 잘못이지... 왜 애꿎은 가게를 욕하지???,1
768,물질적으로풍족게사니깐...눈돌아가지..원부인한테 괴물이라고했을때는 언제고. 완전 개짜증,1
769,뭐 그럼 어떤말이 좋은 충고임!! 쳐맞고 살던가! 자살하던가! 죽이던가! 독립하던가! 맞는말 했구만,1
770,"뭐 끼리끼리 만나는거다. 원스타-7, 낸시-뭐 이상한애. 대충 답 나오잖냐.",1
771,뭐 다기부했겠냐 한 이백억정돈 냉겨놨겟지 자식이나가족들 앞가림할정도챙겨주고,1
772,뭐 댓글들 상황 보니깐 ..박명수 마눌님은 여자로서 충분히 매력잇는 사람잇듯. 쿵쾅쿵쾅,1
773,뭐 얼마나 대단한 말을 했다고 이렇게 난리?? ㅈㄴ 노이해 상담을해줘도 지랄 ~,1
774,뭐 여자들은 가슴살 노출은 노출이라고 생각 안하잖아?꼭지만 가리면 된다고 생각하는거 아녀?윗가슴이나 아래가슴이나 같은 젖인데..,1
775,뭐야 그냥 성폭행범이 확정인거야? 너무 생각들안하고 막말하는거 아닌가 ? 접대부 말만 믿고? 사람하나 또 잡겠네,1
776,뭐유.소유진은 어째 고딩같아유.갈수록 상큼해지네유.,1
777,뭐하러 나왔는지 ㅉㅉㅉ그동안 한회도 않빼고 봤는데 왕짜증최.하 않나왔으면 좋겠다 피디양반 글케나올사람이 없냐 최.하 나온다해서 않보고다른프로봄 걍 지들끼리 ㅈㄹ을하세요,1
778,뭔 개소리야?,1
779,뭔가 필립커플인 미나씨 닮은듯..미니미 미나,1
780,뭘바래 걍 하차하세요 두년놈이똑갖은데 우찬이하고 헤어진지 얼마나됬다고 연예처하고 꼴사납게 처 놀더만 한걸래는 내가 그럴줄알았다 에휴 달심이이가않이라 한심이다 한걸래,1
781,미국으로 시집을 많이 가냉 하긴 한남한테 가봤자 고생 바가지징 잘생각했어 굼미야,1
782,미나가결혼한지2년만됫음? 더오래되지않앗음?,1
783,미나고 나발이고 노재팬은 변함없다. 한국 연예인들 일본서 개피보고있는데 일본년들 한국에서 미워하지 말란새끼들은 웬 빡대가리들이냐,1
784,미디어가 한명의 음식평론가 욕심쟁이 꼰대로 만드는 거 순식간이네 역시 언론은 무서워 .....,1
785,미안하지만 그냥 성형인간으로 보임 저게뭐냐....아무리 이뻐지고싶은욕심은 끝이 없다지만...과연 부모님의 모습이 남아있을까? 참...철없어보인다 성형이 중독이라지만...좀 심해요,1
786,미쳐버린 남태현빠순이들 댓글 모음창 닫을 줄도 몰라서 다 열어둔채로 일반인 코스프레 웩 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 줌내 지리고요 열폭 오지고요 ㅋㅋ탈덕은 지능순 모르면 외워,1
787,미친 내도 여자연예인 하고 함 해보자 나도 방송출연해줘 장동건보다 잘생겼다고 자부한다,1
788,미친 다들 케이윌이라고 했잖아 ㄷㄷㄷ,1
789,"미친...걍 다 안쓰럽...연습생, 가수들이무슨잘못...아이즈원 엑스원 힘내...",1
790,미친...얼굴 반반한거 하나로 뜬 애가 할소리냐..,1
791,미친고래 출연시켜라 솔직히 서현진이 나와야지,1
792,미친짜식~~정준영이나 승리나 쓰레기나이 어린것들이 못 된것만 배워가지고욕도 아깝다,1
793,미투당하는한남들보다 훨씬나음 음악으루보답해주세영,1
794,미투충들아 언론에 놀아나는 개OOO들 미투는 니미 좠투다,1
795,"미혼성인남녀끼리있었던잠자리썰을 공개하는이유가뭐냐? 나이가몇인데 이런썰로엿먹이려는지몰라도, 한심하네,",1
796,바다 최소현씨는 미친 싱크로율이었다!!!,1
797,바람핀것 맞다는애들 기사나 읽어보고 개소리하는거냐 ㅋㅋ 그런일 있었다곤 언급도 없었는데 허위사실유포하는거 ㅈㄴ 웃기네 ㅋㅋㅋ 김흥국한테 고소나 쳐맞길 ㅋㅋ,1
798,박나래 요즘 잘나가니 겸손해하던 예전 모습이 잘안보이는듯 하네요,1
799,"박성준이 불륜의 자식, 충격적 극구성이네... 더 재밌어지네....",1
800,박얘쁜 저분인거 백퍼고 또 한분은 급식때부터 생수머신드립을 치시고 ㅋㅋㅋㅋ 걍 노답인데 뭘 아프다니까 불쌍하다고 냄비들처럼 난리냐 ㅋㅋㅋㅋㅋㅋ 걍 쟈들은 노답들만 모인그룹이야 일진들 골라서 만든 양아치여자아이돌 ㅇㅇ,1
801,박유천은 마약 안했네 황하나가 국과수랑 짜고 친거다,1
802,반대상황이었음 남자 ㅈㄴ까겠지 ㅂㅅ페미 쿵쾅이들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 무슨 이모랑 결혼해서 사냐 남자 부모 개불쌍하다,1
803,"반민정 꽃뱀으로 몰고갔던 남자들 진짜.. OOO들 왜 항상 피해자가 자신의 피해를 주장할 때 상처를 두번 세번 받아야 하는 건지,",1
804,방송 연출 탓하는 건가? 제가 보기엔 충분히 현주 선택할 게 보였고 그 선택도 충분히 타당해 보였는데요. 그냥 기자님도 헛소리 싸면서 여론몰이 마시고 현실로 돌아오시면 문제 해결 될 듯해요,1
805,방송국 놈들이항 짜고 하는 상황일 가능성이 농후,1
806,방송사들도 적페들많다 정권바뀌면 함 엎어면 좋겠음 떳떳하고 아무사고안치고 착한 연예인들은 방송섭외가 잘안됨 왜 그럴까?? 피디나방송관계자새끼들이 그나물에 그나물이라그럼ㅋㅋ,1
807,방송안한다 하면서 젝키 공연에선 꼰대 처럼 서있더니... 요즘 재미 들리신듯~~~,1
808,방송에서도 자살 부추기네 그놈의 자살,1
809,방송출연해서 이런말 막해도 되나? 김학래는 가정 없이 혼자사는분인가? 글고 아무것도 모르는 우리도 남을 쓰레기라 말할 자격있나? 김학래씨도 잘못했다고 인정하는게 좋을듯 어떤 사정이 있었는지는 모르나 잘못한부분은 분명히 있으니,1
810,방탄소년단도 이제 퇴물됬네 꺼져라 이제 ㅋㅋ,1
811,백종원은 집에 원래 돈이 있는 집안인데 무슨; 서민들이 사업해서 한번 자빠져봐라 회생불가능이다. 집안 빵빵하니 이거저거 해보고 그중 하나가 터진거지 ㅉ,1
812,벌레같은 것들..,1
813,벌린년이 나쁘냐? 꼽은놈이 나쁘냐?,1
814,벌받는 악플러 성별보면 죄다 남자ㅋㅋㅋㅋㅋㅋㅋㅂㅅ들 왜그러고사냐? 한남들 걍 뒤져ㅋㅋㅋ 찌질하고 열등한거 딴사람한테 풀지말고,1
815,범인을 모든남자로 모는건 아닌거 같다. 최종범과 영상 찾아본 일부 쓰레기들이지,1
816,범죄를 범죄인줄 모르고 ㅈㄹ떠는놈들이나 남자들 무데기로 있는 호텔방가서 ㅊ먹는 ㄴ이나 에혀저런 ㄴ들 만나결혼하면 인생 망친다,1
817,변명하지말고 퇴출알아서해라 냄비들이찬양하니 뭐라도되는줄알고있어 노래제목은왜케길어 짜증나게,1
818,별개 기사거리다임산부가 마네킹몸매 지랄도 가지가지다,1
819,보고싶은 사람만 보면되지. 싫으면 안보면 그만이다. 괜히 시비걸지 말고 조용히 지나가시길...,1
820,보고커플 하차하기전에 결혼약속하고떠나길~~이대로끝나면 불매운동한다~시간이별로없어..이제2ㆍ3주남았나?그전에 부산한번더가서 부모님도뵙는장면도연출하고 결혼으로가길^^,1
821,보통 약속한다는 손모양을 취할때는 새끼손가락만 펴지 누가 엄지손가락까지 저렇게 쫙 펴나 쉴드칠걸 쳐야지..,1
822,복권이 꽝이었네...,1
823,본인 본업에나 충실하지죠 모델 한예슬씨.,1
824,봉준호 감독의 기생충이 국가대표도 아니고 너무 국뽕아닌가. 축하받아 마땅하지만 오스카를 국가대항전 스포츠에 비교해서 사발로 드시는건 불편하네. 이미경부회장이 자기 작품이라 생각하는것처럼 다들 너무 감격에 겨워.,1
825,부러운쿵쾅년들 지네는 인스타에 ㅈㄴ올려도화제안되니까 남들이쁜사진들보면 관종이라고 빼애액ㅋㅋㅋㅋㅋ 진짜 왜그러고사냐 돼지년들ㅋㅋ,1
826,부모 잘못을 왜 아들에게서 따지나? 나라 팔아먹은거 아닌 이상 좀 구분하자,1
827,부모가 남겨준 유산도 많을건데 .왜 자꾸 매스컴에 노출할려고 하는지 .,1
828,부모가 능력이 있어서 그러는데~자식에게 이정도는 해줘도 되지 않나요??사기를 친것도 아니고나도 저정도 능력되면 이정도는 얼마든지 해줄듯,1
829,부모가 백번 잘못했지만 그렇다고 꼭 수척해지고 살 빠져야 하나? 커피 마신게 무슨 죽을 죄도 아니고 이렇게까지 몰아가야 합니까?,1
830,부모가 범죄자면 자식도 범죄자 되는 세상..너희 부모님들은 얼마나 착하게 사셨는지 모르겠다..,1
831,부모가 범죄자지 마닷이 범죄자는 아니잖아 이 미친인간들아,1
832,부모가 사기치는게 마닷이랑 뭔상관? 마닷이사기친것도아니잔슴ㅋ,1
833,부모가 잘못한건데..왜 자식들이 욕먹어야하나요...그건 아닌듯,1
834,부모가 잘못한걸 왜 아들이 변제해야되는지 모르겠네,1
835,부모가 죄지 애가 무슨죄니,1
836,부모가 큰죄를 져서 이사람 또한 순탄하길 바라진 않는맘 이해 하지만 다들 적당히 해야지 숨도 쉬지말라는건가..,1
837,부모빚을 왜 자식한테난리야,1
838,부모잘만나 어린나이에 하와이여행가고 부럽다..,1
839,부모죄를 자식이 받는건가?풋,1
840,부부도 오랄 안하는데 첨 만난 사람이 요구하니 깜놀이지 미친,1
841,"부인 과거그도 쿨하게~ 사랑한다고 하면 더 멋진 남편이 될테고, 그리고 과거가 뭐가 중요해?? 현재 수백억을 가진 자산가인데.,.! 진짜 속좁은 남편, 과거까지 미화시켜야 되는 한남 클라스.",1
842,불쌍한 인생 ~젊고 능력있는 놈 이 어쩌다가 ~~~,1
843,불편하면 보지를 마 ㅋㅋㅋ 누가 너네한테 봐달라고 하냐 ㅋㅋㅋ,1
844,블러썸 엔터는 범죄자 집단이냐? 이서원에 이어 손승원까지..아주 가관이다..ㅉㅉㅉㅉ 한심한 놈들..정신차려라...전부다 퇴출시켜라..,1
845,빠순이질로 부모 등골 빼먹더니 이젠 남편 등골 빼먹네 저러고 지 ㅅㅐ ㄲㅣ 앞에선 얼마나 유난 떨지,1
846,빠심때문에 ㅂㄷ거리면서 댓글다는거 구경하기 개꿀잼이네 진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
847,뽕빤넘들 처럼 생기고 말하는거 보니까 양아치스럽던데 그걸 멋으로 알거아냐?ㅋㅋㅋ잔나비인지 잔잔바리인지 뭐시깽이들 꺼져라,1
848,사고치고 사생활 더러운건 죄다 그 성별 한남들이네,1
849,사과 했잖아 그럼 좀 작작하고 그만 해라. 성매매충 한남들한텐 관대하면서,1
850,사기? 그런덜로 이희진 부모처럼 청부살인당했다는 루머있던데,1
851,사람 하나 죽이기 하려고 몰려드는걸로밖에 안보임 사과해도 쌍욕하고있고,1
852,사람들 관심에서 점점 멀어졌었는데 이렇게 꺼져가는 불씨를 살리네요 ㅋㅋㅋㅋㅋ,1
853,사람들한테 저희 잘나가는 랩퍼들 화려하게 안살고 더럽게 안놀아요~ 를 너무 보여주고 싶어서 설정 지대로 하고 나온듯ㅋ 속지말아라 텅텅이들아,1
854,산이 ㅋㅋㅋㅋ 그동안 여자들 묻지마 살인에는 아가리 다물더니 ㅋㅋㅋ 하여간 한국남자들 설치긴 .. ㅉ,1
855,산이는 좋겠네. 한남들 사랑 듬뿍받아서~ 한남한남,1
856,산이는 피해자 아닌가??누가 엿먹으라고 띄운것 같은데매갈???,1
857,살림남? 아내의맛과 더불어 최악의 쓰레기 예능으로 평가받을듯...,1
858,살아있을때나 잘하지 죽기전 손잡아줄 친구하나 없어 힘들어했다던데..악플탓 염병하네,1
859,삼성 이재용놈이 사기행각 구속 수사촉구!!https://www1.president.go.kr/petitions/Temp/70RSXH,1
860,삼시새끼 다시먹으면 요요옵니다 식이조절 잘하시길 ㅡ다이어트 요요 경험자가ㅡ,1
861,생생 할때 도경완은 왜 후배 조충현 아나가 말하면 안웃고 반응안해주죠? 꼰대 선배의 표본...한국인의 표준상...,1
862,석천이형 진짜 좋으신분 같은데 애들 입장에서는 게이삼촌이 입양한거에 대해서 부끄럽고 쪽팔릴수도 있을듯 싶어요. 저였으면 챙피해서 학교 못다녔어요.,1
863,선예 복귀가 무슨 죄도아니고 싫으면 넘어가지 굳이 악플다는 수준은 ... ? 팬들은 좋다고 환영하는데 왜 팬도아닌사람들이 원걸핑계대면서 까는거지 ㅋㅋㅋㅋㅋㄱ 싫으면 댓글달지말고 꺼져,1
864,설리 노브라때처럼 한남들 또 악플달고 살인하네,1
865,설마 임신중에 짧은치마 입고다니겠어? 기레기낙시 ㅡㅡㅋ,1
866,성질드러운깜둥이년나왓네 이년이 성격만좋앗으면 제1의 한현민이엇을건데,1
867,세븐걸린거 넌잘피해갓지. ㅋ다 그놈이그놈인데,1
868,세븐틴 매니저 3명이에요 그리고 저 분은 신입이라서 혼자 나온거지 원래는 3명임 거기다가 한 번 음악방송 나가면 30-40명 정도 스탭 붙음,1
869,세상에 가짜미투라는건 없다 한남들의 모자란 변명일뿐,1
870,세얼간이라는 말좀 그만들하시고멤버들좀 바꼈으면 좋겠다6명전부 이제너무 식상함.그정도들 해먹었으면알아서들 좀 물러나시지다들 염치들도 좋은듯,1
871,세월호 연관돼서 구원파가 무슨 쓰레기집단처럼되버렸는데 그냥 종교의 하나 아닌가? 종교의자유는있는거지 세월호 부실경영한 넘들은 처벌받았고,1
872,셋째도 백인 피를 받아서 인종주의자들한테 예쁨을 받을 테니까 부모가 앵벌이시켜 주면 출연료 두둑히 챙겨주겠다는 뜻이로구만.,1
873,소-추 한남 챙롬들 부러워죽겠나봐 ㅋ 느개비 밥이나 차려라 느개비 굶어돌아가시겠다,1
874,소시서도 쩌리였는데 솔로나온다고 뭔가달라지나,1
875,속도위반이 아무렇지도 않은 때가 되는 것 같아 씁쓸하다...기쁜 소식이긴하지만 부모님 속마음 따로 들어보면 절망이라고 하시던데...,1
876,속에 화가 너무 많으신듯 아이도 생기고 부모가 되셧으니 서로 존중해주고 배려해주세요 이거 없으면 안되요 본인도 화면보면서 민망하신듯 내가 왜 이랬지 하시던데,1
877,"속으로 버닝썬,김학의 등등 잊고 자기한테 이목집중한 국민들 보면서 역시 개돼지들 이러고 있는거 같은데?",1
878,손예진 20대때 온갓 열폭 메갈녀들이 득달처럼 악플 달던 기억이 나네. 30대쯤 되니 악플 줄어듬 ㅎㅎ,1
879,"솔까말, 내가 김영희면 이혼해서 연락도 없는 아버지 빚을 까고 싶진 않을듯. 엄마 빚이라해도 돈벌어 엄마 모시면서 엄마 빚까지 갚아준다고 생각하면 속 터질듯. 암튼 부모가 문제로구나",1
880,솔직히 기안84가 더 잘생겼다. 그치만 박정민 배우가 좋다. 왜일까. 그저 자기일에 충실하고 묵묵히 뭐든지 스스로 하는 모습이 은근 매력있다.,1
881,솔직히 기자놈같으면 이국주랑 결혼하라고하면 할수있겠냐 집이 그지에 10억준다고하면모를까,1
882,솔직히 남자들 사이에서 저런거 올리면. 욕하기도 그렇고 좀. 가만있게 될거같다. 로이킴은 위에놈들과 같진 않을거같은데. 슈퍼스타k 우승상금 5억 바로 전액 기부하고 좋은놈 같던데. 봐야알겠지만 참. 억울한 사람들도 여럿 나올듯,1
883,솔직히 누군지 모르겠다. 모르면서 아는척~ 난 음악적 스펙트럼 넓어~ 하는 놈들 개극혐,1
884,솔직히 말해서 늙었지 ㅋㅋㅋ 다신 안팔릴 중고를 앞으로 누가 구하겠어?,1
885,솔직히 외모 귀엽고 성격 착하고 몸땡이 개좋고.. 이런 남친 있음 부모가 죽을죄 져도 걍 사귐,1
886,솔직히 잘 나가는 건 인정하는데..호랑이 없는 데서만 여우가 왕노릇하는 꼬락서니는 비겁한 듯 ㅋ,1
887,"솔직히 장우혁만 고집 성격 좀 잘 컨트롤하면 오래간다,,",1
888,송은이는 이하늘 손잡고 나가라 안어울린다,1
889,송종국이 별로야 김칫년들아 자식 둘 있는 한가정을 깨뜨린 그년은 지 하나로 인해 세명이 피해을 쳐 입었는ㄷ 송종국이만 보고 별로래 김칫뇬들 다 예비 꽃뱀년둘임,1
890,송중기 정도면 이쁘고 어리고 똑똑한 여자가 줄을 설텐데.. 돈이야 본인도 충분히 있고.. 굳이 나이 40다되가는 사람이랑 왜 결혼했나 싶다. 그당시 콩깍지가 씌인듯,1
891,송창의 이유리 진짜못된년놈들 결혼식장에서키스하고 깽판쳐?끼리끼리잘놀아라 차은혁은 유괴범아들 민채린은보육원에서 막자란애,1
892,수아가 불쌍하다 납치되서 20년을 힘들게 살고 남자놈은 수아버리고 민채린한테 가서 다리에서 뛰려고했다 수아가 저둘때메 눈안뒤집히겠냐 그리고 수아정체알고도 부모와못만나게 한채린이를 알게된다면 그집서쫒겨나야죠,1
893,술먹고 운전 안해본 사람잇나 죽은사람은 그냥 재수가 업는거지,1
894,술처먹고 주사가 심한 김새롬하고 사는 사람인데 봐주자..새롬이 술주정은 쓰레기같다고하던데 맞나요?,1
895,스포츠 드라마를 이렇게 흥미롭게 본적이 없엇는데~~백승수이엇기에 가능한 드라마엿다,1
896,시간이 지나 안재현과 구혜선이 이혼한건 잊겠지만 .. 구혜선이라는 여자가 젖꼭지가 못생겼다는 것은 오래오래 기억될것이다...,1
897,시엄마랑결혼한건가했어 시엄마가 너무 쎄다 너무 내놓지 말고3년살아봐라 귀머거리 장님 또머하나더있었는데 시짜는 시금치도 안먹는다는데,1
898,시청률 2%ㅠ 실화냐? 케이블이냐? 도대체 뭐하자는건데? 잡어치워라. 전현무 저거는 뜻밖의Q 도 말아먹더니..이젠 해투까지 말아먹네. 전현무는 유느님한테 민폐 끼치지말고 나가라.,1
899,신다은 관종끼 개극혐.우린 이렇게살아요 개극혐,1
900,신랑 부모 입장에서는 참...,1
901,신형 로또냐? 3500만원 받은 놈도 인간성 보인다.,1
902,신혜만 보인다 넘 예쁘고 엠마 와 진짜 신비그자체두주연땜에 본다많이 나오구 진도 좀 나가자,1
903,실업자들이 많아서 그런가? 악플관종이 왜이리 드글대는지원.. 밥맛떨어지는 쓰레기들.,1
904,쓰래기 루저들이랑은 유전자부터 다르네 역시,1
905,쓰레기 뉴스임.,1
906,쓰레기 쥐새끼와 닭년도 대통령하는 마당에 윤서빈이 어때서?ㅉ,1
907,쓰레기들...좌좀들과 유사...,1
908,쓰레기분리수거가 아직도 안됐네,1
909,쓰레기에 대해 그만 쓰고 장자연 사건에 대해 써주세요. 더 의미 있고 도 큰 사건일테니까. 기자님도 참 불쌍 하시다... 저런 의미 없는 뉴스에 대해 써야하니... 쯧쯧쯧. 장자연 얘기 못하면 이미숙 하차 하고 증언하라고 좀 써주세요.,1
910,아. . .죽지말지. . 쓰레기같은 연예인 많은데. .그놈들이. 죽어야지. . 안타깝네요. .고인을 명복합니다.,1
911,아고 잘생겼네~동생은오데있떠 ~아빠한테 슈ㆍ돌나가자고떼써~ㅎ,1
912,아니 4명으로도 충분한데 게스트 왜 불러? 벌써부터 입맛떨어진다 ㅠㅠ,1
913,아니 그렇게 보기 싫음 보지 마 안 볼 자유 있어 지들이 구우우욷이 설리 인스타 들어가고 기사 보고 사진 찾아봐놓고 악 내 눈 저는 안 볼 자유가 있습니다 이러는 건 뭐냐 한남들아,1
914,아니 누나가 김태희..매형이 비인데..뭐가 아시워서 저런 듣보잡 공때리기 선수랑 결혼하냐??,1
915,아니 부모가 한 짓을 왜 마닷한테 물어? 힘내라 마닷 . 돈 많이 벌어서 사기친돈 갚으면된다,1
916,아니 사람을 어떻게 했길레 저상태가 되나요? 이나라는 인권도 없습니까? 며칠전만해도 멀쩡하던 준영 오빠가 완전 거지꼴이 되서 눈도 흐리멍텅하고 주눅들어서 폭행당한거 아닌지 의심도 드네요... 너무 험하게 다루진 말아주세요.,1
917,아니 잘못은 마이크로닷 부모가 했는데왜 홍수현을 욕하냐고 미친 ㅅ퀴들 아이가,1
918,아니래자나 구원파면 또 왜? 박진영이 죄 졌냐? 양은이파 칠성파 이런거 아니잖아 노란리본 쳐달고 다니는 개돼지들이 사이비종교보다 더 빡세게 세뇌 당한 애들 아니냐 솔까,1
919,아들 꼭낳으셔서 가문을 이어나가시길,1
920,아들낳고 딸 낳으신 부모들은 딸바보가 될수밖에 없다~~^^;,1
921,아래 댓글 단 사람 지역은 빼라~~ 내가 전주 사람인데 전주사람은 진짜 다 양반이다. 싸잡아서 그러지 마라.,1
922,아마추어나 나가는 아시안게임에 프로가 가서 이긴게 무슨 큰 대수라고,1
923,아무리 둘이 행복해보여도 애가 없어서 그런지 어딘가 허전해보이는데....? 아무리 세상이 엿같아도 나랑 배우자 꼭 닮은 아이있으면 더 좋을듯!,1
924,아무리 방송이라지만고주원은 성품이 보이더라시청자들은 바보가 아님걍 꼴뵈기싫다 고주원 ㄲ ㅓㅈ ㅕ,1
925,"아무리 안 친했다고 안그래도 바닥에 떨어진 놈 짓뭉게 버리냐. 다른건 그렇다 쳐도 여자와 잠자리에 미친 사람 같았다, 아침까지 술먹다 촬영장에 나왔다 같은 얘긴 뭐하러 하냐? 고자질쟁이같고 남자답지 않아 보인다.",1
